list-i-none2,32,1,192,3133690,16321
list-i-none4,2,1,24,3133690,130570
list-i-none4,8,1,96,3133690,32642
list-i-none8,4,1,96,3133690,32642
list-i-none8,16,1,384,3133690,8160
list-i-none12,2,1,72,3133690,43523
list-i-none12,4,1,144,3133690,21761
list-i-none12,8,1,288,3133690,10880
list-d-none2,2,1,12,3133690,261140
list-d-none2,4,1,24,3133690,130570
list-d-none2,32,1,192,3133690,16321
list-d-none4,2,1,24,3133690,130570
list-d-none4,4,1,48,3133690,65285
list-d-none4,8,1,96,3133690,32642
list-d-none8,2,1,48,3133690,65285
list-d-none8,8,1,192,3133690,16321
list-d-none8,16,1,384,3133690,8160
list-d-none12,2,1,72,3133690,43523
list-d-none12,4,1,144,3133690,21761
list-d-none12,8,1,288,3133690,10880
list-il-none2,2,1,12,3133690,261140
list-il-none2,8,1,48,3133690,65285
list-il-none4,8,1,96,3133690,32642
list-il-none8,8,1,192,3133690,16321
list-il-none8,16,1,384,3133690,8160
list-il-none12,2,1,72,3133690,43523
list-il-none12,4,1,144,3133690,21761
list-il-none12,8,1,288,3133690,10880
list-il-none12,16,1,576,3133690,5440
list-dl-none2,2,1,12,3133690,261140
list-dl-none2,4,1,24,3133690,130570
list-dl-none2,8,1,48,3133690,65285
list-dl-none4,4,1,48,3133690,65285
list-dl-none4,8,1,96,3133690,32642
list-dl-none8,4,1,96,3133690,32642
list-dl-none8,16,1,384,3133690,8160
list-dl-none12,2,1,72,3133690,43523
list-dl-none12,4,1,144,3133690,21761
list-dl-none12,16,1,576,3133690,5440
list-i-m12,32,1,1152,3133690,2720
list-dl-m12,32,1,1152,3133690,2720
list-d-s12,32,1,1152,3133690,2720
list-dl-s12,32,1,1152,3133690,2720
list-none-none1,1000,1,3000,3133690,1044
list-none-m1,1000,1,3000,3133690,1044
list-none-s1,1000,1,3000,3133691,1044
list-none-s2,1000,1,6000,3133691,522
list-none-none1,10,1,30,3134188,104472
list-none-none1,100,1,300,3134188,10447
list-none-none1,1000,1,3000,3134188,1044
list-none-none1,10000,1,30000,3134188,104
list-none-none1,20000,1,60000,3134188,52
list-none-none2,10,1,60,3134192,52236
list-i-none2,2,1,12,3134192,261182
list-i-none2,8,1,48,3134192,65295
list-i-none2,32,1,192,3134192,16323
list-i-none12,8,1,288,3134192,10882
list-d-none2,2,1,12,3134192,261182
list-d-none2,16,1,96,3134192,32647
list-d-none2,32,1,192,3134192,16323
list-d-none4,16,1,192,3134192,16323
list-d-none8,2,1,48,3134192,65295
list-d-none8,4,1,96,3134192,32647
list-d-none12,4,1,144,3134192,21765
list-d-none12,8,1,288,3134192,10882
list-il-none2,2,1,12,3134192,261182
list-il-none2,4,1,24,3134192,130591
list-il-none2,8,1,48,3134192,65295
list-il-none2,32,1,192,3134192,16323
list-il-none4,4,1,48,3134192,65295
list-il-none8,8,1,192,3134192,16323
list-il-none12,16,1,576,3134192,5441
list-dl-none2,8,1,48,3134192,65295
list-dl-none4,2,1,24,3134192,130591
list-dl-none4,8,1,96,3134192,32647
list-dl-none8,2,1,48,3134192,65295
list-dl-none12,4,1,144,3134192,21765
list-d-s12,32,1,1152,3134192,2720
list-none-none1,1000,1,3000,3134192,1044
list-none-m1,1000,1,3000,3134192,1044
list-none-s1,1000,1,3000,3134192,1044
list-none-none1,10,1,30,3134206,104473
list-none-none1,100,1,300,3134206,10447
list-none-none1,1000,1,3000,3134206,1044
list-none-none1,10000,1,30000,3134206,104
list-none-none1,20000,1,60000,3134207,52
list-none-none4,10,1,120,3134210,26118
list-i-none2,8,1,48,3134211,65296
list-i-none4,2,1,24,3134211,130592
list-i-none4,16,1,192,3134211,16324
list-i-none8,16,1,384,3134211,8162
list-i-none12,2,1,72,3134211,43530
list-i-none12,8,1,288,3134211,10882
list-i-none12,16,1,576,3134211,5441
list-d-none2,2,1,12,3134211,261184
list-d-none2,4,1,24,3134211,130592
list-d-none2,16,1,96,3134211,32648
list-d-none4,4,1,48,3134211,65296
list-d-none8,8,1,192,3134211,16324
list-d-none12,4,1,144,3134211,21765
list-d-none12,8,1,288,3134211,10882
list-il-none2,2,1,12,3134211,261184
list-il-none2,4,1,24,3134211,130592
list-il-none2,8,1,48,3134211,65296
list-il-none2,16,1,96,3134211,32648
list-il-none2,32,1,192,3134211,16324
list-il-none4,2,1,24,3134211,130592
list-il-none8,2,1,48,3134211,65296
list-il-none8,4,1,96,3134211,32648
list-il-none8,16,1,384,3134211,8162
list-il-none12,2,1,72,3134211,43530
list-dl-none2,2,1,12,3134211,261184
list-dl-none2,4,1,24,3134211,130592
list-dl-none2,8,1,48,3134211,65296
list-dl-none2,16,1,96,3134211,32648
list-dl-none2,32,1,192,3134211,16324
list-dl-none4,2,1,24,3134211,130592
list-dl-none8,4,1,96,3134211,32648
list-dl-none12,2,1,72,3134211,43530
list-dl-none12,4,1,144,3134211,21765
list-dl-none12,8,1,288,3134211,10882
list-dl-none12,16,1,576,3134211,5441
list-il-m12,32,1,1152,3134211,2720
list-dl-s12,32,1,1152,3134211,2720
list-none-none1,1000,1,3000,3134211,1044
list-none-m1,1000,1,3000,3134211,1044
list-none-s1,1000,1,3000,3134211,1044
list-none-none,1,10,1,30,3134547,104484
list-none-none,1,100,1,300,3134547,10448
list-none-none,1,1000,1,3000,3134547,1044
list-none-none,1,10000,1,30000,3134547,104
list-none-none,1,20000,1,60000,3134547,52
list-none-none,2,10,1,60,3134551,52242
list-none-none,2,1000,1,6000,3134551,522
list-none-none,4,10,1,120,3134551,26121
list-none-none,8,10,1,240,3134551,13060
list-i-none,2,16,1,96,3134551,32651
list-d-none,2,2,1,12,3134551,261212
list-d-none,2,4,1,24,3134551,130606
list-d-none,2,8,1,48,3134551,65303
list-d-none,2,16,1,96,3134551,32651
list-d-none,4,2,1,24,3134551,130606
list-d-none,4,4,1,48,3134551,65303
list-d-none,8,8,1,192,3134551,16325
list-d-none,8,16,1,384,3134551,8162
list-d-none,12,2,1,72,3134551,43535
list-d-none,12,4,1,144,3134551,21767
list-il-none,2,2,1,12,3134551,261212
list-il-none,2,16,1,96,3134551,32651
list-dl-none,2,2,1,12,3134551,261212
list-dl-none,2,4,1,24,3134551,130606
list-dl-none,2,8,1,48,3134551,65303
list-dl-none,2,16,1,96,3134551,32651
list-dl-none,4,2,1,24,3134551,130606
list-dl-none,8,2,1,48,3134551,65303
list-dl-none,12,2,1,72,3134551,43535
list-dl-none,12,4,1,144,3134551,21767
list-i-m,12,32,1,1152,3134551,2720
list-d-m,12,32,1,1152,3134551,2720
list-il-m,12,32,1,1152,3134551,2720
list-dl-m,12,32,1,1152,3134551,2720
list-i-s,12,32,1,1152,3134551,2720
list-d-s,12,32,1,1152,3134551,2720
list-il-s,12,32,1,1152,3134551,2720
list-dl-s,12,32,1,1152,3134551,2720
list-none-none,1,1000,1,3000,3134551,1044
list-none-m,1,1000,1,3000,3134551,1044
list-none-m,2,1000,1,6000,3134551,522
list-none-m,4,1000,1,12000,3134551,261
list-none-m,8,1000,1,24000,3134551,130
list-none-m,12,1000,1,36000,3134552,87
list-none-m,16,1000,1,48000,3134553,65
list-none-s,1,1000,1,3000,3134559,1044
list-none-s,2,1000,1,6000,3134559,522
list-none-s,4,1000,1,12000,3134559,261
list-none-s,8,1000,1,24000,3134559,130
list-none-s,12,1000,1,36000,3134560,87
list-none-s,16,1000,1,48000,3134561,65
list-none-s,24,1000,1,72000,3134564,43
list-none-none,1,10,1,30,3135271,104509
list-none-none,1,100,1,300,3135272,10450
list-none-none,1,1000,1,3000,3135272,1045
list-none-none,1,10000,1,30000,3135272,104
list-none-none,1,20000,1,60000,3135272,52
list-none-none,2,10,1,60,3135276,52254
list-none-none,2,1000,1,6000,3135276,522
list-none-none,4,10,1,120,3135276,26127
list-none-none,8,10,1,240,3135276,13063
list-none-none,12,10,1,360,3135276,8709
list-i-none,2,2,1,12,3135276,261273
list-i-none,2,4,1,24,3135276,130636
list-i-none,2,8,1,48,3135276,65318
list-i-none,2,16,1,96,3135276,32659
list-i-none,2,32,1,192,3135276,16329
list-i-none,4,2,1,24,3135276,130636
list-i-none,4,4,1,48,3135276,65318
list-i-none,4,8,1,96,3135276,32659
list-i-none,4,16,1,192,3135276,16329
list-i-none,8,2,1,48,3135276,65318
list-i-none,8,4,1,96,3135276,32659
list-i-none,8,8,1,192,3135276,16329
list-i-none,8,16,1,384,3135276,8164
list-i-none,12,2,1,72,3135276,43545
list-i-none,12,4,1,144,3135276,21772
list-i-none,12,8,1,288,3135276,10886
list-d-none,2,2,1,12,3135276,261273
list-d-none,2,4,1,24,3135276,130636
list-d-none,2,8,1,48,3135276,65318
list-d-none,2,16,1,96,3135276,32659
list-d-none,2,32,1,192,3135276,16329
list-d-none,4,2,1,24,3135276,130636
list-d-none,4,4,1,48,3135276,65318
list-d-none,4,8,1,96,3135276,32659
list-d-none,4,16,1,192,3135276,16329
list-d-none,8,2,1,48,3135276,65318
list-d-none,8,4,1,96,3135276,32659
list-d-none,8,8,1,192,3135276,16329
list-d-none,8,16,1,384,3135276,8164
list-d-none,12,4,1,144,3135276,21772
list-d-none,12,8,1,288,3135276,10886
list-il-none,2,2,1,12,3135276,261273
list-il-none,2,4,1,24,3135276,130636
list-il-none,2,8,1,48,3135276,65318
list-il-none,2,16,1,96,3135276,32659
list-il-none,2,32,1,192,3135276,16329
list-il-none,4,2,1,24,3135276,130636
list-il-none,4,4,1,48,3135276,65318
list-il-none,4,8,1,96,3135276,32659
list-il-none,4,16,1,192,3135276,16329
list-il-none,8,2,1,48,3135276,65318
list-il-none,8,4,1,96,3135276,32659
list-il-none,8,8,1,192,3135276,16329
list-il-none,8,16,1,384,3135276,8164
list-il-none,12,2,1,72,3135276,43545
list-il-none,12,4,1,144,3135276,21772
list-dl-none,2,2,1,12,3135276,261273
list-dl-none,2,4,1,24,3135276,130636
list-dl-none,2,8,1,48,3135276,65318
list-dl-none,2,16,1,96,3135276,32659
list-dl-none,2,32,1,192,3135276,16329
list-dl-none,4,2,1,24,3135276,130636
list-dl-none,4,8,1,96,3135276,32659
list-dl-none,4,16,1,192,3135276,16329
list-dl-none,8,2,1,48,3135276,65318
list-dl-none,8,4,1,96,3135276,32659
list-dl-none,8,8,1,192,3135276,16329
list-dl-none,8,16,1,384,3135276,8164
list-dl-none,12,2,1,72,3135276,43545
list-dl-none,12,4,1,144,3135276,21772
list-dl-none,12,8,1,288,3135276,10886
list-dl-none,12,16,1,576,3135276,5443
list-i-m,12,32,1,1152,3135276,2721
list-d-m,12,32,1,1152,3135276,2721
list-il-m,12,32,1,1152,3135276,2721
list-dl-m,12,32,1,1152,3135276,2721
list-i-s,12,32,1,1152,3135276,2721
list-d-s,12,32,1,1152,3135276,2721
list-il-s,12,32,1,1152,3135276,2721
list-dl-s,12,32,1,1152,3135276,2721
list-none-none,1,1000,1,3000,3135276,1045
list-none-m,1,1000,1,3000,3135276,1045
list-none-m,2,1000,1,6000,3135276,522
list-none-s,1,1000,1,3000,3135277,1045
list-none-s,2,1000,1,6000,3135277,522
list-none-none,1,10,1,30,3136379,104545
list-none-none,1,100,1,300,3136379,10454
list-none-none,1,1000,1,3000,3136379,1045
list-none-none,1,10000,1,30000,3136379,104
list-none-none,1,20000,1,60000,3136379,52
list-none-none,12,10,1,360,3136383,8712
list-i-none,2,2,1,12,3136383,261365
list-i-none,4,8,1,96,3136383,32670
list-i-none,8,4,1,96,3136383,32670
list-i-none,12,4,1,144,3136383,21780
list-d-none,2,2,1,12,3136383,261365
list-d-none,2,4,1,24,3136383,130682
list-d-none,2,8,1,48,3136383,65341
list-d-none,4,8,1,96,3136383,32670
list-d-none,8,2,1,48,3136383,65341
list-d-none,8,4,1,96,3136383,32670
list-d-none,8,8,1,192,3136383,16335
list-d-none,12,16,1,576,3136383,5445
list-il-none,2,2,1,12,3136383,261365
list-il-none,2,4,1,24,3136383,130682
list-il-none,2,8,1,48,3136383,65341
list-il-none,2,16,1,96,3136383,32670
list-il-none,4,8,1,96,3136383,32670
list-il-none,8,2,1,48,3136383,65341
list-il-none,8,4,1,96,3136383,32670
list-il-none,8,8,1,192,3136383,16335
list-il-none,12,2,1,72,3136383,43560
list-il-none,12,4,1,144,3136383,21780
list-il-none,12,8,1,288,3136383,10890
list-dl-none,2,2,1,12,3136383,261365
list-dl-none,2,4,1,24,3136383,130682
list-dl-none,2,8,1,48,3136383,65341
list-dl-none,2,16,1,96,3136383,32670
list-dl-none,4,2,1,24,3136383,130682
list-dl-none,4,8,1,96,3136383,32670
list-dl-none,8,2,1,48,3136383,65341
list-dl-none,8,16,1,384,3136383,8167
list-dl-none,12,2,1,72,3136383,43560
list-dl-none,12,4,1,144,3136383,21780
list-il-m,12,32,1,1152,3136383,2722
list-none-none,1,1000,1,3000,3136383,1045
list-none-m,1,1000,1,3000,3136383,1045
list-none-s,1,1000,1,3000,3136383,1045
